workload,cycles,cache-misses,instructions,cycle_activity.stalls_total,branch-misses,context-switches,iTLB-load-misses,IpCall,IpLoad,IpMispredict,BpTkBranch,MLP,SPEC_speed_score
508.namd_r,734820322489,1402320898,1902059525920,46264924598,1788966081,685,338826,6114.527,2.78,1060.28,1.22,1.307,0.9391380346
508.namd_r,741704208162,1414469331,1920191661398,46637719170,1806441923,690,341700,6097.01,2.78,1063.697,1.22,1.307,0.9391380346
508.namd_r,748585499929,1428079938,1937625881721,47168964336,1824704560,699,352813,6115.26,2.78,1060.987,1.22,1.307,0.9391380346
508.namd_r,755483565794,1440965270,1955597851150,47554263845,1840045219,709,365426,6105.217,2.78,1063.583,1.22,1.307,0.9391380346
508.namd_r,762349289559,1453968083,1973363101890,47994689153,1857484243,721,369057,6016.89,2.78,1060.133,1.22,1.307,0.9391380346
508.namd_r,769232812895,1467569068,1991028668015,48464936652,1873932613,734,376112,5837.93,2.78,1061.42,1.22,1.307,0.9391380346
508.namd_r,776100801875,1479357250,2008899468008,48932644471,1893762295,747,396214,5828.627,2.78,1060.003,1.22,1.307,0.9391380346
508.namd_r,782989413339,1494131276,2026498179237,49368567023,1907453222,758,399721,5842.95,2.78,1061.983,1.22,1.307,0.9391380346
508.namd_r,789870741773,1505911111,2044670236210,49771253427,1927873541,771,403325,5841.05,2.78,1059.917,1.22,1.307,0.9391380346
508.namd_r,796753634848,1520430192,2062314816228,50194211244,1940381976,782,406755,5844.387,2.78,1062.787,1.22,1.307,0.9391380346
508.namd_r,803646072878,1532320358,2080336086076,50640090412,1961479599,793,410449,5848.613,2.78,1059.903,1.22,1.307,0.9391380346
508.namd_r,810522545656,1546380948,2098179152420,51013325409,1973770295,804,414326,5842.61,2.78,1062.59,1.22,1.307,0.9391380346
508.namd_r,817411501140,1559058165,2115911479437,51518845196,1995424129,816,417988,5862.817,2.78,1060.033,1.22,1.307,0.9391380346
508.namd_r,824289754677,1572940576,2133941541172,51856424017,2007534344,828,421484,5859.617,2.78,1062.16,1.22,1.307,0.9391380346
508.namd_r,831156507245,1585687204,2151545725945,52368472983,2029024448,841,425984,5873.007,2.78,1060.417,1.22,1.307,0.9391380346
508.namd_r,838050090719,1599875579,2169509938556,52722722121,2041034491,852,429530,5863.08,2.78,1062.023,1.22,1.307,0.9391380346
508.namd_r,844924623683,1611836650,2187306934083,53196671675,2061947385,863,433161,5874.857,2.78,1060.687,1.22,1.307,0.9391380346
508.namd_r,851814667559,1626416883,2205043196661,53609827900,2075086348,872,436743,5881.293,2.78,1061.59,1.22,1.307,0.9391380346
508.namd_r,858689597130,1638100184,2223189529735,54011868140,2095205436,882,440248,5881.793,2.78,1060.597,1.22,1.307,0.9391380346
508.namd_r,865583420854,1652854270,2240753771739,54457192618,2108579317,890,443472,5892.88,2.78,1062.067,1.22,1.307,0.9391380346
508.namd_r,872469482117,1664447393,2258887567471,54875018820,2129328545,899,446877,5889.127,2.78,1060.557,1.22,1.307,0.9391380346
508.namd_r,879360197595,1679065770,2276593448765,55278299458,2141447955,906,450134,5896.787,2.78,1062.727,1.22,1.307,0.9391380346
508.namd_r,886248742123,1691061419,2294422858167,55755630644,2163030946,915,453592,5900.247,2.78,1060.49,1.22,1.307,0.9391380346
508.namd_r,893122306135,1705143399,2312372720233,56106295515,2174927676,926,456823,5897.423,2.78,1062.36,1.22,1.307,0.9391380346
508.namd_r,900012818840,1717576426,2330020913695,56639276282,2197096325,936,460199,5913.737,2.78,1060.597,1.22,1.307,0.9391380346
508.namd_r,906898273287,1731673582,2347990887321,56976937230,2208688573,946,463253,5907.467,2.78,1062.09,1.22,1.307,0.9391380346
508.namd_r,913772844006,1743857993,2365649791697,57488028095,2230658069,954,467743,5917.193,2.78,1061.053,1.22,1.307,0.9391380346
508.namd_r,920672135891,1758272220,2383541237972,57858193018,2242436691,962,470892,5913.497,2.78,1061.833,1.22,1.307,0.9391380346
508.namd_r,927541239084,1770148900,2401504720317,58301198230,2263231358,973,474195,5916.577,2.78,1061.35,1.22,1.307,0.9391380346
508.namd_r,934437187404,1784921291,2419112027793,58739654024,2276298984,980,477536,5928.473,2.78,1061.55,1.22,1.307,0.9391380346
508.namd_r,941314396874,1796374914,2437261167699,59138573622,2296697223,986,480531,5927.983,2.78,1061.217,1.22,1.307,0.9391380346
508.namd_r,948201634866,1811288179,2454884375683,59571557969,2309393178,991,483719,5935.807,2.78,1062.2,1.22,1.307,0.9391380346
508.namd_r,955084598579,1822904631,2472942688523,60006534306,2330504877,997,486715,5932.16,2.78,1061.217,1.22,1.307,0.9391380346
508.namd_r,961965674110,1837162541,2490704063629,60387341683,2342274278,1004,489792,5937.117,2.78,1062.617,1.22,1.307,0.9391380346
508.namd_r,968857815747,1849578678,2508478118290,60883779849,2363895486,1010,493173,5944.61,2.78,1061.107,1.22,1.307,0.9391380346
508.namd_r,975732519860,1863362534,2526463376498,61221545446,2376018046,1016,496160,5942.513,2.78,1062.113,1.22,1.307,0.9391380346
508.namd_r,982614728814,1875862970,2544096125163,61748209659,2397169670,1023,499502,5956.987,2.78,1061.357,1.22,1.307,0.9391380346
508.namd_r,989498300334,1889783673,2562050840680,62094515121,2409664846,1030,502548,5949.003,2.78,1062.037,1.22,1.307,0.9391380346
508.namd_r,996375404846,1901979998,2579740419043,62583791747,2430351984,1039,505911,5955.857,2.78,1061.72,1.22,1.307,0.9391380346
508.namd_r,1003274671767,1916205775,2597533564386,62986009893,2443500285,1046,509024,5954.987,2.78,1061.557,1.22,1.307,0.9391380346
508.namd_r,1010141693054,1927981946,2615488219467,63410026194,2463511130,1054,512104,5956.313,2.78,1061.787,1.22,1.307,0.9391380346
508.namd_r,1017025556493,1942622776,2633009946638,63862192796,2477315294,1060,515249,5972.527,2.78,1061.37,1.22,1.307,0.9391380346
508.namd_r,1023903079831,1954264805,2651124044769,64254360389,2496747385,1067,518221,5969.027,2.78,1061.667,1.22,1.307,0.9391380346
508.namd_r,1030786909614,1968766291,2668742569114,64685838706,2510092356,1075,521270,5972.347,2.78,1062.23,1.22,1.307,0.9391380346
508.namd_r,1037669333408,1980896272,2686710904014,65127320285,2530356282,1083,524323,5968.67,2.78,1061.71,1.22,1.307,0.9391380346
508.namd_r,1044544025676,1994639412,2704505128028,65505969387,2543055102,1090,527333,5970.393,2.78,1062.49,1.22,1.307,0.9391380346
508.namd_r,1051435993463,2007433556,2722194330613,66006256403,2563822947,1098,530611,5978.753,2.78,1061.74,1.22,1.307,0.9391380346
508.namd_r,1058311002241,2020937976,2740220887846,66351048539,2576954670,1106,533472,5978.953,2.78,1061.837,1.22,1.307,0.9391380346
508.namd_r,1065196131388,2033715476,2757799094502,66869007434,2597186235,1115,536676,5987.62,2.78,1061.97,1.22,1.307,0.9391380346
508.namd_r,1072075021422,2047492863,2775773070999,67236276292,2610693835,1125,539850,5980.573,2.78,1061.873,1.22,1.307,0.9391380346
508.namd_r,1078944125150,2059848797,2793559874607,67690111830,2630330484,1135,543080,5985.71,2.78,1062.213,1.22,1.307,0.9391380346
508.namd_r,1085842546429,2073941544,2811206837651,68129382283,2644754457,1143,546364,5989.543,2.78,1061.627,1.22,1.31,0.9391380346
508.namd_r,1092707325505,2086000513,2829254121363,68523564087,2663542887,1152,549717,5988.95,2.78,1062.267,1.22,1.307,0.9391380346
508.namd_r,1099591529639,2100628153,2846833011775,68984085152,2678677579,1163,553034,6001.533,2.78,1061.673,1.22,1.31,0.9391380346
508.namd_r,1106478504458,2112461481,2864973504058,69371356352,2696941953,1174,556160,5996.217,2.78,1062.21,1.22,1.307,0.9391380346
508.namd_r,1113355828167,2126668953,2882708006777,69786221935,2711310678,1183,559373,6003.27,2.78,1062.22,1.22,1.307,0.9391380346
508.namd_r,1120245776955,2139373983,2900589021755,70240408578,2730699363,1192,562521,6001.86,2.78,1062.2,1.22,1.31,0.9391380346
508.namd_r,1127117795910,2152517380,2918596993749,70597774876,2744520753,1202,565687,6004.327,2.78,1062.383,1.22,1.307,0.9391380346
508.namd_r,1134003582713,2165733601,2936156183263,71107045137,2763998247,1213,568957,6013.51,2.78,1062.217,1.22,1.31,0.9391380346
508.namd_r,1140877052878,2179174715,2954223265730,71458633913,2778187933,1223,572052,6014.077,2.78,1062.027,1.22,1.307,0.9391380346
508.namd_r,1147759760345,2192118793,2971823880736,71950737820,2797286989,1232,575356,6019.957,2.78,1062.443,1.22,1.31,0.9391380346
508.namd_r,1154645356548,2205704517,2989725965896,72344203682,2811908353,1241,578463,6015.137,2.78,1061.99,1.22,1.31,0.9391380346
508.namd_r,1161517876632,2218204360,3007678997596,72762578975,2830292624,1250,581591,6018.713,2.78,1062.63,1.22,1.31,0.9391380346
508.namd_r,1168412533402,2232428037,3025203289126,73229172944,2845416722,1260,584871,6022.403,2.78,1061.707,1.22,1.31,0.9391380346
508.namd_r,1175279553635,2244354240,3043318382364,73607360906,2863574741,1270,588096,6018.137,2.78,1062.63,1.22,1.307,0.9391380346
508.namd_r,1182164563122,2258650188,3060953610152,74065345699,2879088603,1279,591379,6029.867,2.78,1061.803,1.22,1.31,0.9391380346
508.namd_r,1189054785048,2271075943,3079035435104,74463114296,2897209162,1288,594714,6025.797,2.78,1062.533,1.22,1.31,0.9391380346
508.namd_r,1195928502767,2284486679,3096826578120,74870095508,2912154904,1297,598071,6028.863,2.78,1062.37,1.22,1.31,0.9391380346
508.namd_r,1202819816241,2297579107,3114619085032,75332855874,2930735272,1306,601164,6029.027,2.78,1062.5,1.22,1.31,0.9391380346
508.namd_r,1209695469070,2310736284,3132594954540,75696903758,2945187000,1313,604291,6028.877,2.78,1062.37,1.22,1.307,0.9391380346
508.namd_r,1216582954187,2323962314,3150154226219,76196274400,2963926588,1320,607595,6036.81,2.78,1062.587,1.22,1.31,0.9391380346
508.namd_r,1223461032183,2337313570,3168131357491,76572096833,2978853346,1325,610339,6035.37,2.78,1062.047,1.22,1.307,0.9391380346
508.namd_r,1230342034944,2350169957,3185817271390,77043191881,2997252369,1329,613234,6042.777,2.78,1062.803,1.22,1.31,0.9391380346
508.namd_r,1237233589712,2363853171,3203496558579,77475112114,3012671193,1336,616771,6040.917,2.78,1061.92,1.22,1.31,0.9391380346
508.namd_r,1244105233169,2376163765,3221435116886,77880107309,3030447780,1342,619648,6043.937,2.78,1062.817,1.22,1.31,0.9391380346
508.namd_r,1250990960479,2390378302,3239020541337,78343897666,3045969019,1345,622599,6048.723,2.78,1061.703,1.22,1.31,0.9391380346
508.namd_r,1257867221803,2402365138,3257066636497,78733524261,3063557856,1350,625425,6041.97,2.78,1062.817,1.22,1.31,0.9391380346
508.namd_r,1264748073072,2416244497,3274681208654,79186557068,3079492221,1355,628380,6052.673,2.78,1061.873,1.22,1.31,0.9391380346
508.namd_r,1271633622183,2429180233,3292588942978,79605063693,3097119060,1360,631163,6048.513,2.78,1062.763,1.22,1.31,0.9391380346
508.namd_r,1278512439776,2442246192,3310448011318,80005573284,3112533781,1368,634128,6053.503,2.78,1062.373,1.22,1.31,0.9391380346
508.namd_r,1285405599213,2455459586,3328165721616,80476936978,3130485424,1372,636940,6056.513,2.78,1062.723,1.22,1.31,0.9391380346
508.namd_r,1292280707940,2468677440,3346112615826,80848710809,3145442424,1376,639732,6058.49,2.78,1062.293,1.22,1.31,0.9391380346
508.namd_r,1299165871085,2481724919,3363663899339,81340186430,3163848390,1381,642747,6063.813,2.78,1062.773,1.22,1.31,0.9391380346
508.namd_r,1306043409401,2495054619,3381542384932,81732227498,3179051331,1390,645748,6062.727,2.78,1062.03,1.22,1.31,0.9391380346
508.namd_r,1312919606758,2507933099,3399308029480,82186825070,3197106128,1398,648539,6064.947,2.78,1062.983,1.22,1.31,0.9391380346
508.namd_r,1319804132808,2521593784,3416957981204,82628583594,3212921192,1403,651579,6065.8,2.78,1061.95,1.22,1.31,0.9391380346
508.namd_r,1326681263401,2533994361,3434916374664,83026609602,3230123854,1407,654322,6067.883,2.78,1063.053,1.22,1.31,0.9391380346
508.namd_r,1333563345481,2547867054,3452521410687,83492244088,3246344046,1411,657168,6073.83,2.78,1061.733,1.22,1.31,0.9391380346
508.namd_r,1340444913394,2560338859,3470499925023,83886813572,3263452593,1420,660040,6068.463,2.78,1062.977,1.22,1.31,0.9391380346
508.namd_r,1347323234843,2573839449,3488176451017,84331338829,3279804051,1425,663027,6078.35,2.78,1061.873,1.22,1.31,0.9391380346
508.namd_r,1354213460000,2586966389,3506001513097,84763046567,3297094999,1431,665786,6075.047,2.78,1062.917,1.22,1.31,0.9391380346
508.namd_r,1361090978403,2600020253,3523904985945,85157543272,3312756811,1437,668615,6079.217,2.78,1062.283,1.22,1.31,0.9391380346
508.namd_r,1367985866955,2613223411,3541545310238,85634985899,3330417976,1441,671463,6079.973,2.78,1062.9,1.22,1.31,0.9391380346
508.namd_r,1374863155069,2626464936,3559481245911,86015505706,3345854188,1447,674365,6080.57,2.78,1062.18,1.22,1.31,0.9391380346
508.namd_r,1381743007963,2639605484,3577084550503,86491629793,3363791202,1455,677309,6085.303,2.78,1063,1.22,1.31,0.9391380346
508.namd_r,1388625964329,2652879567,3594871436403,86909149045,3379627444,1459,680021,6083.44,2.78,1061.907,1.22,1.31,0.9391380346
508.namd_r,1395492135282,2665958064,3612685332865,87344061827,3397015773,1463,682920,6084.8,2.78,1063.107,1.22,1.31,0.9391380346
508.namd_r,1402387628509,2679442964,3630335597098,87797456966,3413488695,1466,685929,6086.933,2.78,1061.833,1.22,1.31,0.9391380346
508.namd_r,1409274556436,2691837008,3648334773448,88185223833,3430002714,1474,688781,6085.887,2.78,1063.147,1.22,1.31,0.9391380346
508.namd_r,1416173269387,2705588997,3666006929756,88645865244,3447022300,1481,691910,6094.053,2.78,1061.613,1.22,1.31,0.9391380346
508.namd_r,1423064358297,2718448512,3683957692684,89049814573,3463689629,1488,694852,6089.287,2.78,1063.037,1.22,1.31,0.9391380346
508.namd_r,1429955412106,2731570981,3701755937595,89480407206,3480403760,1496,697875,6098.01,2.78,1061.803,1.22,1.31,0.9391380346
508.namd_r,1436843782606,2745207020,3719547938485,89919477099,3497200398,1504,700841,6092.62,2.78,1063.037,1.22,1.31,0.9391380346
508.namd_r,1443716307156,2757910337,3737464208046,90313687520,3513561543,1512,703830,6095.187,2.78,1062.177,1.22,1.31,0.9391380346
508.namd_r,1449879542941,2770197496,3753110106167,90746076037,3529266122,1520,707139,6093.583,2.78,1062.91,1.22,1.31,0.9391380346
510.parest_r,6881608027,90396370,11692203089,2227215400,59531713,9,29507,114.103,3.45,198.5,1.73,1.51,0.9381535568
510.parest_r,13765241396,179187713,23895362355,4365981518,118073447,15,46343,123.09,3.4,202.427,1.72,1.527,0.9381535568
510.parest_r,20650177988,264695902,36254169854,6471477218,177379836,19,61929,125.12,3.39,205.443,1.71,1.53,0.9381535568
510.parest_r,27499478967,356574478,48141835346,8665216242,236731453,25,78008,123.093,3.39,202.537,1.72,1.523,0.9381535568
510.parest_r,34410979328,422750813,62008279578,10519027201,295470710,31,99168,131.837,3.34,207.893,1.72,1.533,0.9381535568
510.parest_r,41347709263,438915133,78267348134,11855641291,365584897,39,129942,148.92,3.25,213.373,1.75,1.523,0.9381535568
510.parest_r,48130539601,543518136,91170450862,13351678349,410163402,44,150143,166.4,3.16,220.31,1.69,1.643,0.9381535568
510.parest_r,54873557762,762180469,101811711026,15208569406,435856924,49,168857,184.457,3.05,231.837,1.61,1.82,0.9381535568
510.parest_r,61664491152,842738218,114963931568,16469344880,477340761,52,180618,207.62,2.97,239.01,1.54,1.857,0.9381535568
510.parest_r,68522090292,888109061,128756891106,17615611944,520844113,59,194899,230.737,2.91,245.057,1.49,1.883,0.9381535568
510.parest_r,75350326907,933520626,142410453421,18759421271,563907662,63,207977,253.563,2.86,250.177,1.45,1.903,0.9381535568
510.parest_r,82169314374,978139991,156069673141,19886948736,606976780,68,220348,276.047,2.83,254.537,1.41,1.92,0.9381535568
510.parest_r,88986061397,1023076755,169708554659,21016170308,649977939,70,231606,298.567,2.79,258.393,1.38,1.933,0.9381535568
510.parest_r,95790674509,1059915727,183444326796,22089644686,693282387,76,241999,321.077,2.77,261.807,1.36,1.943,0.9381535568
510.parest_r,102659442844,1092246538,197237493267,23126719454,736766998,80,251646,344.583,2.75,264.947,1.34,1.953,0.9381535568
510.parest_r,109595065199,1220110772,209780340226,24586651422,776322242,85,260793,370.66,2.72,268.047,1.31,1.953,0.9381535568
510.parest_r,116378789909,1352398202,222316119008,26051850505,815855981,88,269113,394.73,2.7,270.62,1.3,1.963,0.9381535568
510.parest_r,123146277610,1479510874,235018239365,27458118386,855902300,91,277573,417.69,2.69,272.827,1.28,1.967,0.9381535568
510.parest_r,129911421986,1618340100,247531714705,28915732053,894666902,96,286712,440.607,2.68,274.827,1.27,1.973,0.9381535568
510.parest_r,136680611843,1887720335,257846395542,30964792713,918563819,103,303078,461.127,2.66,277.657,1.26,1.987,0.9381535568
510.parest_r,143458306030,2199009813,267401263383,33215989473,937821558,107,321469,476.933,2.65,282.15,1.25,2.02,0.9381535568
510.parest_r,150236152206,2508858560,276999952533,35448340952,957168954,110,338943,492.51,2.64,286.487,1.25,2.047,0.9381535568
510.parest_r,157014063820,2822966025,286609313300,37678803240,976490017,113,358242,508.003,2.62,290.693,1.24,2.073,0.9381535568
510.parest_r,163952530285,2973500517,300403776640,39406607699,1021780163,119,385498,520.643,2.61,295.02,1.23,2.097,0.9381535568
510.parest_r,170946541101,2993732093,315939474962,40743201968,1092793543,124,410636,497.593,2.63,290.497,1.26,2.09,0.9381535568
510.parest_r,177738596651,3090096621,329275400967,42125515574,1140550040,131,427749,487.927,2.64,287.303,1.28,2.087,0.9381535568
510.parest_r,184495970666,3211182650,341963049697,43510676201,1180589717,134,435670,506.967,2.63,288.307,1.27,2.083,0.9381535568
510.parest_r,191244263859,3332945856,354644560761,44897111242,1220610085,136,443380,525.983,2.63,289.25,1.26,2.08,0.9381535568
510.parest_r,198005203986,3457894971,367173654661,46352710744,1260158708,141,450701,545.02,2.62,290.133,1.25,2.077,0.9381535568
510.parest_r,204768546144,3586674000,379618379729,47848108848,1299443336,146,457255,563.997,2.62,290.95,1.24,2.077,0.9381535568
510.parest_r,211539372786,3714925034,392055153379,49344835307,1338694930,147,463605,583.047,2.61,291.73,1.24,2.077,0.9381535568
510.parest_r,218307432486,3845556758,404472911547,50848903123,1377892710,152,470021,602.047,2.6,292.47,1.23,2.073,0.9381535568
510.parest_r,225204415278,3940092564,417849642841,52224239882,1420116339,153,477257,620.89,2.6,293.157,1.23,2.073,0.9381535568
510.parest_r,232003964467,3967102427,431721051421,53254593093,1463929330,160,484382,639.357,2.6,293.79,1.22,2.073,0.9381535568
510.parest_r,238784686600,4049392970,444893906108,54495834459,1505514075,165,491141,657.837,2.59,294.387,1.22,2.073,0.9381535568
510.parest_r,245550616743,4169127624,457581041895,55882231723,1545555292,169,497947,676.347,2.59,294.953,1.21,2.07,0.9381535568
510.parest_r,252355937793,4286306108,470302833490,57257752900,1585699594,170,504290,695.317,2.58,295.497,1.21,2.067,0.9381535568
510.parest_r,259226962821,4403270243,483014700732,58634120319,1625821355,175,511632,716.29,2.58,296.09,1.2,2.067,0.9381535568
510.parest_r,266008076369,4521126266,495713623510,60016352793,1665896888,179,518449,736.513,2.58,296.623,1.2,2.063,0.9381535568
510.parest_r,272771233373,4638579850,508441937012,61393581251,1706079750,182,525483,755.463,2.57,297.1,1.2,2.063,0.9381535568
510.parest_r,279525528885,4758719556,521122136745,62784116972,1746109059,185,532439,774.32,2.57,297.547,1.19,2.063,0.9381535568
510.parest_r,286283143112,5006693009,531799704323,64731697052,1772133713,188,546628,792.587,2.57,298.123,1.19,2.063,0.9381535568
510.parest_r,293047233234,5319179293,541336547060,66973996332,1791235779,190,565034,804.507,2.56,300.297,1.19,2.077,0.9381535568
510.parest_r,299825073834,5628677872,550962936116,69200872932,1810566521,196,583987,816.46,2.56,302.427,1.18,2.087,0.9381535568
510.parest_r,306602260512,5940764267,560612201974,71419273125,1829875513,199,602226,828.37,2.55,304.503,1.18,2.103,0.9381535568
510.parest_r,313475453005,6144771487,573033114412,73290860237,1865247307,202,627348,840.177,2.55,306.54,1.18,2.113,0.9381535568
510.parest_r,320460776601,6159457448,588655124277,74615673528,1937170328,208,650175,805.643,2.56,305.443,1.19,2.113,0.9381535568
510.parest_r,327263193113,6234749945,602471620559,75988609459,1991589004,212,670499,767.567,2.57,302.47,1.2,2.11,0.9381535568
510.parest_r,334030585824,6357637623,615166257260,77376366858,2031657994,216,677260,779.693,2.56,302.307,1.2,2.107,0.9381535568
510.parest_r,340778509495,6480845026,627799315061,78769346440,2071537288,221,684398,795.743,2.56,302.583,1.2,2.107,0.9381535568
510.parest_r,347540328565,6604428344,640377226370,80201944276,2111239839,222,692030,811.807,2.56,302.85,1.2,2.107,0.9381535568
510.parest_r,354306250911,6732268417,652832191620,81692939713,2150558876,226,699840,827.847,2.56,303.107,1.19,2.103,0.9381535568
510.parest_r,361075050975,6860640861,665268380403,83191000865,2189823351,232,707612,843.907,2.56,303.353,1.19,2.103,0.9381535568
510.parest_r,367844947597,6991417785,677686376229,84695263401,2229019329,241,715334,859.973,2.55,303.593,1.19,2.103,0.9381535568
510.parest_r,374634061895,7111907212,690329707714,86160710323,2268929207,242,723265,875.923,2.55,303.82,1.19,2.1,0.9381535568
510.parest_r,381540675602,7139679330,704586216790,87227000958,2313934866,247,731418,891.633,2.55,304.04,1.18,2.097,0.9381535568
510.parest_r,388328129119,7193916363,718085458466,88356149891,2356559887,248,738920,907.307,2.55,304.253,1.18,2.097,0.9381535568
510.parest_r,395102723822,7316124642,730809845935,89747717065,2396735218,253,746645,922.97,2.55,304.457,1.18,2.097,0.9381535568
510.parest_r,401873107709,7440182792,743488810877,91137661840,2436755515,257,753478,938.717,2.55,304.657,1.18,2.097,0.9381535568
510.parest_r,408773867086,7561499637,756195085227,92523857265,2476865138,262,760795,955.977,2.54,304.87,1.17,2.093,0.9381535568
510.parest_r,415521796926,7680968124,768890105245,93909725860,2516941917,264,768141,972.813,2.54,305.07,1.17,2.093,0.9381535568
510.parest_r,422265668385,7802108136,781600463912,95296708401,2557051868,268,774561,989.563,2.54,305.263,1.17,2.093,0.9381535568
510.parest_r,429018518326,7921236223,794321395033,96679843169,2597215713,270,781143,1006.393,2.54,305.45,1.17,2.093,0.9381535568
510.parest_r,435764666653,8122421635,805683659099,98424842177,2628103753,275,791902,1023.183,2.54,305.633,1.17,2.09,0.9381535568
510.parest_r,442530350438,8432167483,815287904984,100661322793,2647346422,279,810585,1034.75,2.54,307.047,1.16,2.093,0.9381535568
510.parest_r,449280502586,8740559283,824909403025,102889961086,2666625502,282,828347,1045.64,2.53,308.627,1.16,2.093,0.9381535568
510.parest_r,456025773264,9050280006,834592641781,105101847348,2685871798,284,847457,1056.563,2.53,310.173,1.16,2.087,0.9381535568
510.parest_r,462873290564,9307529194,845368260249,107138921367,2704152029,290,892503,1059.977,2.53,311.98,1.16,2.087,0.9381535568
510.parest_r,470103450648,9330855713,859292887748,108411865060,2718605573,293,1085548,1027.493,2.53,315.8,1.17,2.087,0.9381535568
510.parest_r,476880418135,9336454168,872912440818,109609604377,2733157014,296,1287412,1001.937,2.52,319.02,1.18,2.083,0.9381535568
510.parest_r,483597497794,9342282606,886505221652,110810622586,2747662334,301,1487404,978.73,2.52,322.25,1.19,2.083,0.9381535568
510.parest_r,490330068854,9347968348,900144734003,112011647873,2762223613,303,1700366,957.23,2.52,325.45,1.2,2.083,0.9381535568
510.parest_r,497066622133,9355060332,913762729877,113215847005,2776500971,306,1897274,937.127,2.52,328.69,1.21,2.077,0.9381535568
510.parest_r,503839044446,9426115819,924925906562,115354921764,2833592980,311,1980837,875.78,2.52,325.437,1.21,2.073,0.9381535568
510.parest_r,510637488494,9519229605,935082860505,117846779152,2906190385,315,1994387,818.423,2.53,320.973,1.22,2.067,0.9381535568
510.parest_r,517440714565,9608764972,945481881277,120276191539,2977575226,320,2007414,766.573,2.54,316.44,1.23,2.063,0.9381535568
510.parest_r,524398124052,9666389641,958271562949,122340227008,3055265047,324,2023495,737.467,2.55,312.65,1.23,2.063,0.9381535568
510.parest_r,531502577949,9680491937,973587839553,123883736504,3143453648,329,2047021,715.52,2.56,308.72,1.24,2.057,0.9381535568
510.parest_r,538260352888,9718592560,987010881364,125046304152,3197534336,332,2061094,724.56,2.55,308.04,1.24,2.057,0.9381535568
510.parest_r,544995710709,9759881930,1000325953733,126155984452,3246915201,337,2069399,734.02,2.55,307.457,1.23,2.057,0.9381535568
510.parest_r,551741508646,9801182019,1013641513650,127269659885,3296302462,339,2077712,743.517,2.55,306.907,1.23,2.057,0.9381535568
510.parest_r,558498509481,9841077191,1027023937689,128381527170,3345923671,342,2085865,752.98,2.55,306.36,1.23,2.057,0.9381535568
510.parest_r,565304329099,9868804176,1040650445272,129491200937,3396455984,344,2095793,762.46,2.55,305.83,1.23,2.053,0.9381535568
510.parest_r,572132332043,9896127378,1054379086519,130603207090,3447376350,347,2105956,771.937,2.55,305.32,1.23,2.053,0.9381535568
510.parest_r,578958626763,9923598850,1068088063855,131716355774,3498198173,349,2116564,781.417,2.55,304.82,1.22,2.053,0.9381535568
510.parest_r,585773416768,9946214416,1081869527069,132783288159,3549301465,353,2125483,790.887,2.55,304.333,1.22,2.053,0.9381535568
510.parest_r,592576487633,9984364708,1095442140567,133904931375,3599639794,355,2134990,800.357,2.55,303.87,1.22,2.053,0.9381535568
510.parest_r,599348893034,10053836402,1108556958754,135143898899,3648278367,357,2142910,809.827,2.54,303.41,1.22,2.053,0.9381535568
510.parest_r,606114790967,10124461233,1121628007554,136385645898,3696767281,360,2149997,819.247,2.54,302.963,1.22,2.053,0.9381535568
510.parest_r,612886732112,10194814529,1134726275934,137623912564,3745349429,364,2156605,828.49,2.54,302.543,1.21,2.053,0.9381535568
510.parest_r,619660550079,10265255493,1147814559873,138866879783,3793886549,367,2163532,837.707,2.54,302.127,1.21,2.053,0.9381535568
510.parest_r,626432876874,10335968190,1160907294397,140107159295,3842443738,370,2170028,846.913,2.54,301.717,1.21,2.05,0.9381535568
510.parest_r,633332310858,10406170542,1174024587929,141348924238,3891103106,371,2176333,856.977,2.54,301.287,1.21,2.047,0.9381535568
510.parest_r,640127221152,10476728210,1187124940940,142589814232,3939692838,375,2182916,866.797,2.54,300.88,1.21,2.047,0.9381535568
510.parest_r,646907998857,10548318962,1200227015093,143837287357,3988280030,377,2190112,876.287,2.54,300.497,1.2,2.047,0.9381535568
510.parest_r,653678355865,10619022930,1213321885653,145080313576,4036849963,382,2197751,885.74,2.54,300.123,1.2,2.047,0.9381535568
510.parest_r,660453432870,10689138759,1226436315436,146320252183,4085485712,382,2205346,895.19,2.54,299.76,1.2,2.047,0.9381535568
510.parest_r,667219230661,10823224561,1238464226168,147826899036,4123917740,386,2215547,904.07,2.54,299.577,1.2,2.047,0.9381535568
510.parest_r,673997430101,11058001718,1248729196274,149763718108,4146140796,387,2234531,910.187,2.53,300.447,1.2,2.053,0.9381535568
510.parest_r,680775594175,11273179678,1259172951345,151630065469,4168763375,390,2255694,916.66,2.53,301.29,1.2,2.053,0.9381535568
510.parest_r,687620476180,11440021785,1270945744910,153372895228,4201879994,393,2281055,922.693,2.53,302.163,1.2,2.057,0.9381535568
510.parest_r,694582779918,11468091602,1285299684273,154840549563,4279319755,397,2305129,896.427,2.53,300.433,1.2,2.053,0.9381535568
510.parest_r,701397559921,11511322683,1298902871063,156203154965,4346166887,400,2324847,878.687,2.54,298.423,1.21,2.053,0.9381535568
510.parest_r,708172802305,11581382005,1312013572877,157443900702,4394799699,406,2331575,887.427,2.54,298.097,1.2,2.053,0.9381535568
