workload,cycles,cache-misses,instructions,cycle_activity.stalls_total,branch-misses,context-switches,iTLB-load-misses,IpCall,IpLoad,IpMispredict,BpTkBranch,MLP,SPEC_speed_score
531.deepsjeng_r,1274679246296,3802025479,2144797310369,385608606508,14843344402,927,2244172,188.033,4.46,144.667,1.89,1.307,0.8123203915
531.deepsjeng_r,1281459035267,3821705315,2155932865706,387689492538,14925831595,932,2261606,188.02,4.46,144.607,1.89,1.307,0.8123203915
531.deepsjeng_r,1288238650803,3841721572,2166926942479,389802603210,15008867819,939,2275362,187.987,4.46,144.53,1.89,1.307,0.8123203915
531.deepsjeng_r,1295018212770,3868077588,2178181377555,391856937728,15088372598,945,2308275,187.963,4.46,144.52,1.89,1.307,0.8123203915
531.deepsjeng_r,1301795727649,3891122668,2189588573511,393914653109,15165598536,951,2318236,187.957,4.46,144.54,1.89,1.307,0.8123203915
531.deepsjeng_r,1308575411615,3910111002,2201136917989,395940376836,15241766061,956,2326545,187.97,4.46,144.577,1.89,1.307,0.8123203915
531.deepsjeng_r,1315355120580,3929255111,2212599138035,397973956028,15318841185,964,2334799,187.967,4.46,144.59,1.89,1.307,0.8123203915
531.deepsjeng_r,1322134874022,3947981673,2223984487567,400014406134,15397321414,969,2342939,187.977,4.46,144.59,1.89,1.307,0.8123203915
531.deepsjeng_r,1328914622369,3966812808,2235527701104,402032580124,15473588059,975,2351126,187.997,4.46,144.63,1.89,1.307,0.8123203915
531.deepsjeng_r,1335694357878,3986507865,2246943238004,404076470392,15550487303,979,2360338,187.99,4.46,144.64,1.89,1.307,0.8123203915
531.deepsjeng_r,1342473969595,4014197228,2258261725596,406150447092,15626095430,985,2372019,187.973,4.46,144.66,1.89,1.307,0.8123203915
531.deepsjeng_r,1349253656444,4037907054,2269892005668,408177850099,15699410066,989,2381821,187.997,4.47,144.73,1.89,1.307,0.8123203915
531.deepsjeng_r,1356033192883,4058892805,2281525957297,410236221234,15773314521,998,2393699,188.023,4.47,144.79,1.89,1.307,0.8123203915
531.deepsjeng_r,1362815320328,4079254975,2293281742369,412255298080,15846908625,1000,2406316,188.047,4.47,144.86,1.89,1.307,0.8123203915
531.deepsjeng_r,1369601156155,4099661820,2304897733297,414286350474,15921270883,1004,2419150,188.067,4.47,144.91,1.89,1.307,0.8123203915
531.deepsjeng_r,1376411885419,4119996428,2316451240075,416329674544,15997344435,1006,2432016,188.057,4.47,144.943,1.89,1.307,0.8123203915
531.deepsjeng_r,1383220408316,4140201003,2328036742458,418362134914,16072922742,1009,2445877,188.097,4.47,144.983,1.89,1.307,0.8123203915
531.deepsjeng_r,1390032376796,4160447889,2339741940941,420371718900,16146193913,1012,2458086,188.117,4.47,145.05,1.89,1.307,0.8123203915
531.deepsjeng_r,1396840749086,4180879694,2351308939711,422407907212,16220838342,1017,2470493,188.153,4.47,145.1,1.89,1.303,0.8123203915
531.deepsjeng_r,1403643808152,4201910653,2362639076469,424495323944,16297833458,1020,2482376,188.143,4.47,145.1,1.89,1.303,0.8123203915
531.deepsjeng_r,1410456382121,4228745085,2373998133076,426558027409,16375709006,1023,2495559,188.117,4.47,145.11,1.89,1.303,0.8123203915
531.deepsjeng_r,1417268738517,4250753360,2385317889661,428628877067,16457974988,1027,2509271,188.157,4.47,145.057,1.89,1.303,0.8123203915
531.deepsjeng_r,1423927442914,4270149039,2396195227471,430652087778,16538028112,1033,2523988,188.167,4.47,145.007,1.89,1.307,0.8123203915
541.leela_r,7128994491,868584,8541128740,2231945399,129051524,11,12596,78.017,3.5,65.627,1.77,1.18,1.004554845
541.leela_r,14296219378,1597746,16610002662,4524411481,260779300,21,26903,75.843,3.52,63.37,1.77,1.18,1.004554845
541.leela_r,21457535198,2387770,24610741138,6849186862,395077228,28,36799,74.68,3.53,62.09,1.77,1.18,1.004554845
541.leela_r,28627957606,3301400,32550848424,9182352541,528023636,37,52515,74.627,3.55,61.42,1.77,1.19,1.004554845
541.leela_r,35741572328,4220189,40395471650,11546931149,664403368,43,69911,74.457,3.55,60.573,1.77,1.197,1.004554845
541.leela_r,42795389373,5183186,48164909158,13915584073,801003372,49,84784,74.34,3.55,59.943,1.77,1.203,1.004554845
541.leela_r,49858681921,6344535,55958185077,16304278666,938081606,54,98706,74.203,3.56,59.523,1.78,1.213,1.004554845
541.leela_r,56925509800,7537980,63762892569,18681747849,1072789077,60,129415,74.353,3.57,59.303,1.78,1.223,1.004554845
541.leela_r,64016732844,8908219,71614853867,21086294315,1210097379,64,155861,74.27,3.57,59.09,1.78,1.233,1.004554845
541.leela_r,71189925073,9426016,79898894702,23478291892,1346647926,73,226573,74.347,3.57,59.297,1.78,1.243,1.004554845
541.leela_r,78373804032,9957943,88442633804,25841385094,1480840973,79,392695,74.473,3.58,59.71,1.79,1.253,1.004554845
541.leela_r,85546555817,10705275,97284021353,28132050669,1609930051,85,688861,74.577,3.58,60.35,1.79,1.267,1.004554845
541.leela_r,92732271846,11222115,105724481839,30513035350,1746174997,90,699704,74.417,3.58,60.477,1.79,1.263,1.004554845
541.leela_r,99824548118,11545760,113839519935,32838116058,1880474569,97,710190,74.3,3.57,60.473,1.79,1.257,1.004554845
541.leela_r,106906720807,11885630,121782573967,35189777357,2015623807,102,721376,74.247,3.57,60.347,1.79,1.253,1.004554845
541.leela_r,113982518076,12273077,129743493176,37541858723,2151279703,108,734296,74.133,3.57,60.25,1.79,1.253,1.004554845
541.leela_r,121065174781,12703738,137746790247,39884042351,2286689812,114,746058,73.977,3.57,60.177,1.79,1.25,1.004554845
541.leela_r,128150367920,13154250,145641181652,42257411876,2423108042,120,759458,73.887,3.57,60.05,1.79,1.25,1.004554845
541.leela_r,135220421640,13776134,153580149790,44610345275,2557753927,124,778430,73.79,3.58,59.99,1.79,1.253,1.004554845
541.leela_r,142290228252,14541906,161577725443,46959095152,2691357440,132,805942,73.733,3.58,59.983,1.79,1.253,1.004554845
541.leela_r,149366554752,15311630,169645367841,49311482938,2824562924,138,827841,73.7,3.58,60.013,1.79,1.257,1.004554845
541.leela_r,156442180415,15865716,177702971380,51678282088,2957423227,144,851279,73.753,3.58,60.04,1.79,1.26,1.004554845
541.leela_r,163526332125,16189040,185798013645,53996013912,3090532124,148,862940,73.733,3.58,60.073,1.79,1.257,1.004554845
541.leela_r,170608904124,16488632,193895762917,56331746681,3225734131,155,872917,73.64,3.58,60.067,1.78,1.25,1.004554845
541.leela_r,177676583400,16883647,201897687974,58675087698,3361127142,160,885164,73.52,3.58,60.023,1.78,1.25,1.004554845
541.leela_r,184746918323,17317403,209897906356,61020653283,3497010376,165,897848,73.433,3.58,59.977,1.78,1.25,1.004554845
541.leela_r,191813207656,17687065,217930289826,63359253285,3631982980,171,913007,73.37,3.58,59.963,1.78,1.25,1.004554845
541.leela_r,198899058698,18193196,225893937121,65713396449,3767224968,178,931642,73.327,3.58,59.923,1.78,1.25,1.004554845
541.leela_r,205978918688,18834280,233817491720,68076786884,3903230372,182,949070,73.287,3.58,59.867,1.78,1.25,1.004554845
541.leela_r,213060504854,19503027,241830796780,70409815697,4035116825,190,1034837,73.353,3.58,59.893,1.78,1.25,1.004554845
541.leela_r,220132987576,20212268,249963001053,72703731827,4164718078,195,1145683,73.42,3.58,59.973,1.78,1.257,1.004554845
541.leela_r,227215858885,20750563,258144101960,75000135311,4295879646,203,1232974,73.453,3.58,60.05,1.79,1.26,1.004554845
541.leela_r,234282038417,21411171,266455429960,77269403130,4424032339,208,1455764,73.51,3.58,60.18,1.79,1.26,1.004554845
541.leela_r,241347911969,22177479,274861307291,79514493786,4549360691,214,1883302,73.63,3.59,60.363,1.79,1.27,1.004554845
541.leela_r,248403173384,23154626,284397092794,81496089748,4656612421,220,2830291,73.833,3.59,61.003,1.79,1.283,1.004554845
541.leela_r,255461068212,23846310,293778917845,83528824335,4770071500,227,3266299,73.923,3.58,61.533,1.79,1.29,1.004554845
541.leela_r,262544330758,24203399,301904116410,85857196261,4904508473,233,3275770,73.883,3.58,61.503,1.79,1.283,1.004554845
541.leela_r,269619864662,24649296,309938779213,88194045501,5038633862,241,3287077,73.89,3.58,61.46,1.79,1.283,1.004554845
541.leela_r,276701853983,25137953,317946995480,90547223604,5174288191,246,3297308,73.873,3.58,61.397,1.79,1.28,1.004554845
541.leela_r,283776954447,25670722,325903576750,92904622800,5309442250,253,3311440,73.833,3.58,61.327,1.79,1.28,1.004554845
541.leela_r,290851793762,26224191,333863916418,95263330952,5444253753,258,3324369,73.823,3.58,61.27,1.79,1.28,1.004554845
541.leela_r,297923523772,26853213,341718713955,97644935332,5579528597,265,3342015,73.843,3.58,61.2,1.79,1.277,1.004554845
541.leela_r,304999624196,27672935,349508741349,100041619860,5715916485,267,3382628,73.88,3.58,61.1,1.79,1.277,1.004554845
541.leela_r,312065823020,28664949,357298731623,102425338816,5850335958,275,3452407,73.997,3.58,61.023,1.79,1.28,1.004554845
541.leela_r,319130717757,29271393,365295127890,104779384729,5984414606,280,3540879,74.107,3.58,60.993,1.79,1.28,1.004554845
541.leela_r,326207808568,29819104,373746174745,107039312101,6111475012,286,4094637,74.253,3.58,61.087,1.79,1.283,1.004554845
541.leela_r,333278619665,30548049,382730593692,109173283187,6229620842,291,5064309,74.49,3.58,61.363,1.79,1.29,1.004554845
541.leela_r,340359348734,31000115,390930631116,111476982735,6362195117,296,5150274,74.537,3.58,61.39,1.79,1.29,1.004554845
541.leela_r,347443980245,31295680,399012290955,113814289368,6497873417,300,5160719,74.487,3.58,61.357,1.79,1.29,1.004554845
541.leela_r,354517033142,31716979,407064344453,116144673342,6631868152,305,5174235,74.433,3.58,61.33,1.79,1.287,1.004554845
541.leela_r,361599228920,32135258,415088566250,118484480581,6766585489,310,5193554,74.393,3.58,61.297,1.79,1.287,1.004554845
541.leela_r,368680933552,32674775,423182962051,120815774209,6900559022,315,5210096,74.33,3.58,61.277,1.79,1.287,1.004554845
541.leela_r,375759569229,33306741,431352753286,123116297364,7032660708,318,5224985,74.277,3.58,61.283,1.79,1.283,1.004554845
541.leela_r,382831223475,33938468,439471481955,125422256576,7164735135,324,5253830,74.237,3.58,61.29,1.79,1.287,1.004554845
541.leela_r,389902145679,34603213,447605219670,127734693127,7298135121,330,5282965,74.193,3.58,61.287,1.79,1.287,1.004554845
541.leela_r,396979927222,35110961,455619076820,130068707177,7432804398,336,5293112,74.143,3.58,61.253,1.79,1.283,1.004554845
541.leela_r,404067208711,35454758,463592493090,132419363902,7568352657,339,5304430,74.117,3.58,61.213,1.79,1.28,1.004554845
541.leela_r,411146360330,35960445,471517967516,134780644122,7703735900,346,5324525,74.083,3.58,61.16,1.79,1.28,1.004554845
541.leela_r,418219761361,36398369,479455562592,137133319327,7838562327,348,5338724,74.07,3.58,61.12,1.79,1.277,1.004554845
541.leela_r,425302691445,36839381,487449467510,139488837340,7973862788,354,5355430,74.043,3.58,61.087,1.79,1.28,1.004554845
541.leela_r,432382399700,37440830,495443688195,141827126849,8106657085,357,5394753,74.053,3.59,61.073,1.79,1.28,1.004554845
541.leela_r,439459621083,38024861,503600055110,144163827748,8244790542,364,5416077,73.99,3.58,61.04,1.79,1.28,1.004554845
541.leela_r,446533830583,38567901,511747078515,146525233209,8386402431,367,5422898,73.88,3.58,60.98,1.79,1.277,1.004554845
541.leela_r,453611531330,39087471,519876163087,148892677253,8528458247,373,5428584,73.763,3.57,60.92,1.79,1.277,1.004554845
541.leela_r,460694440019,39582940,527994759485,151265954803,8670685673,377,5435463,73.653,3.57,60.853,1.79,1.277,1.004554845
541.leela_r,467778640716,40100084,536078082784,153642671468,8812975977,383,5442470,73.553,3.57,60.787,1.79,1.273,1.004554845
541.leela_r,474853002702,40656265,544126235465,156021037044,8955118948,386,5450146,73.453,3.56,60.72,1.79,1.273,1.004554845
541.leela_r,481939192990,41275717,552199299996,158402606604,9097699405,391,5457162,73.35,3.56,60.657,1.79,1.273,1.004554845
541.leela_r,489014307120,41941106,560262850698,160784485439,9240559604,393,5464341,73.243,3.56,60.593,1.79,1.273,1.004554845
541.leela_r,496094197788,42763942,568300886308,163169107674,9383299574,400,5472437,73.14,3.55,60.527,1.79,1.273,1.004554845
541.leela_r,503171772131,43455207,576296801992,165557851655,9526183896,404,5480195,73.04,3.55,60.46,1.79,1.273,1.004554845
541.leela_r,510253245388,44104696,584291212980,167953328237,9669773170,411,5487615,72.937,3.55,60.387,1.79,1.267,1.004554845
541.leela_r,517335875703,44864419,592264921442,170352733117,9813057743,414,5495048,72.847,3.55,60.317,1.79,1.267,1.004554845
541.leela_r,524415990240,45574530,600225035484,172757727281,9957190996,418,5502441,72.753,3.54,60.247,1.79,1.267,1.004554845
541.leela_r,531497888089,46339179,608184150258,175163197375,10101284217,422,5509557,72.663,3.54,60.173,1.79,1.27,1.004554845
541.leela_r,538580240676,47196202,616119599549,177572285335,10245287969,427,5516684,72.573,3.54,60.103,1.79,1.267,1.004554845
541.leela_r,545655855266,48059832,624038114748,179985928045,10389579078,430,5524660,72.49,3.54,60.027,1.79,1.267,1.004554845
541.leela_r,552735276157,49025126,631932793808,182401104741,10533386365,436,5532826,72.407,3.53,59.957,1.79,1.267,1.004554845
541.leela_r,559814684544,49857575,639828912420,184817182068,10677801864,439,5540885,72.323,3.53,59.887,1.79,1.267,1.004554845
541.leela_r,566895881682,50811911,647721801472,187237244630,10822210606,445,5547822,72.243,3.53,59.817,1.79,1.267,1.004554845
541.leela_r,573981724524,51830420,655611559980,189658939908,10966458934,449,5555139,72.163,3.53,59.75,1.79,1.267,1.004554845
541.leela_r,581061312111,52953558,663474567590,192086851645,11111128610,455,5562670,72.087,3.53,59.68,1.79,1.27,1.004554845
541.leela_r,588136220069,54118059,671323609203,194512801514,11255253193,458,5570629,72.017,3.52,59.61,1.79,1.273,1.004554845
541.leela_r,595220804520,55255956,679182112132,196940648053,11399979378,463,5578248,71.94,3.52,59.55,1.79,1.273,1.004554845
541.leela_r,602300654447,56391545,687008918197,199373733854,11545191478,467,5586224,71.867,3.52,59.477,1.79,1.273,1.004554845
541.leela_r,609378592397,57657526,694794765088,201815411060,11690168049,474,5594217,71.797,3.52,59.4,1.79,1.273,1.004554845
541.leela_r,616452449474,58884066,702594562777,204259699435,11835376160,477,5601882,71.73,3.52,59.33,1.79,1.277,1.004554845
541.leela_r,623531540385,60202346,710381849187,206708672954,11980174269,483,5609310,71.667,3.52,59.267,1.79,1.277,1.004554845
541.leela_r,630607880657,61607919,718163164152,209152680347,12125143379,486,5616054,71.607,3.51,59.197,1.79,1.28,1.004554845
541.leela_r,637680814249,63147391,725941983532,211601573677,12270149336,492,5623976,71.547,3.51,59.13,1.79,1.28,1.004554845
541.leela_r,644756965750,64695449,733714442748,214048983754,12415115827,495,5631428,71.483,3.51,59.07,1.79,1.28,1.004554845
541.leela_r,651840050136,66288463,741487676007,216501621671,12560520348,501,5638805,71.42,3.51,59.003,1.79,1.283,1.004554845
541.leela_r,658914312543,67978203,749282465691,218942645353,12704352541,504,5646928,71.367,3.51,58.95,1.79,1.287,1.004554845
541.leela_r,665849896279,69788270,757099864664,221379238695,12848677514,509,5655660,71.313,3.51,58.9,1.79,1.287,1.004554845
541.leela_r,672926355715,71545958,764911912890,223822199309,12993755219,513,5662711,71.253,3.51,58.843,1.79,1.29,1.004554845
541.leela_r,680001790683,73310397,772671435974,226270106658,13138435755,517,5670006,71.193,3.51,58.783,1.79,1.29,1.004554845
541.leela_r,687072925077,75369586,780435848880,228720535859,13283245613,520,5679020,71.143,3.5,58.73,1.79,1.293,1.004554845
541.leela_r,694146478583,77390737,788195870881,231173846362,13428458467,526,5687629,71.093,3.5,58.673,1.79,1.297,1.004554845
541.leela_r,701221566559,79615738,795954767929,233627584355,13573293128,530,5695004,71.043,3.5,58.613,1.79,1.297,1.004554845
541.leela_r,708298049129,81725813,803748667095,236071592196,13717778854,536,5704007,70.987,3.5,58.567,1.79,1.3,1.004554845
541.leela_r,715371009782,84092174,811521497357,238520122434,13861829778,541,5711837,70.937,3.5,58.517,1.79,1.303,1.004554845
541.leela_r,722400632312,86602592,819219796266,240935330629,14004126946,554,5719244,70.887,3.5,58.47,1.79,1.307,1.004554845
541.leela_r,729378292725,89197271,826763860559,243319246953,14143649014,557,5727918,70.84,3.5,58.427,1.79,1.31,1.004554845
541.leela_r,736453792641,91800356,834520205441,245777205922,14288404515,563,5736277,70.793,3.5,58.383,1.79,1.313,1.004554845
541.leela_r,743533490409,94415652,842286794782,248236976143,14433255011,569,5744311,70.743,3.5,58.333,1.79,1.317,1.004554845
541.leela_r,750605192644,97282405,850047031840,250689221883,14577099851,575,5752433,70.697,3.5,58.287,1.79,1.32,1.004554845
541.leela_r,757680805885,100399314,857831332256,253144552437,14720355552,579,5762059,70.657,3.5,58.247,1.79,1.32,1.004554845
541.leela_r,764755752964,103401162,865629385976,255599988134,14863833426,586,5771833,70.607,3.49,58.21,1.8,1.323,1.004554845
541.leela_r,771831688114,106602489,873424696107,258051298753,15006853308,589,5781564,70.567,3.49,58.177,1.8,1.327,1.004554845
541.leela_r,778898865216,110133155,881164563503,260515206287,15150285980,596,5790574,70.523,3.49,58.137,1.8,1.327,1.004554845
541.leela_r,785976249072,113920693,888911113900,262983193930,15293657643,601,5800486,70.483,3.49,58.097,1.8,1.337,1.004554845
541.leela_r,793056006608,117853518,896696619561,265444325568,15436639996,607,5808675,70.443,3.49,58.057,1.8,1.34,1.004554845
541.leela_r,800133573445,122092559,904494889358,267900371174,15578811539,611,5818033,70.407,3.49,58.03,1.8,1.343,1.004554845
541.leela_r,807209708408,126453538,912324915278,270347512026,15721185860,619,5827075,70.367,3.49,58.003,1.8,1.347,1.004554845
541.leela_r,814282035239,128127329,920297326319,272755403386,15864136507,623,5835615,70.34,3.49,57.98,1.8,1.347,1.004554845
541.leela_r,821358546056,129312203,928268428682,275152737929,16006296457,630,5842245,70.32,3.49,57.96,1.8,1.347,1.004554845
541.leela_r,828437547393,130566382,936251383024,277552418013,16149243515,633,5849378,70.3,3.49,57.947,1.8,1.347,1.004554845
541.leela_r,835517325164,131868469,944214443581,279958628942,16292221175,639,5856392,70.273,3.48,57.927,1.8,1.347,1.004554845
541.leela_r,842592773353,133165584,952171148224,282359626153,16435492265,642,5864424,70.25,3.48,57.907,1.8,1.347,1.004554845
541.leela_r,849665169574,134590057,960125778231,284767447401,16578866293,651,5871954,70.23,3.48,57.887,1.8,1.347,1.004554845
541.leela_r,856742451030,136073548,968049791781,287181486419,16722661245,653,5879230,70.207,3.48,57.857,1.8,1.343,1.004554845
541.leela_r,863821046787,137683978,975958713444,289601069686,16865811445,662,5887226,70.18,3.48,57.837,1.8,1.347,1.004554845
541.leela_r,870903150474,139222187,983871821089,292019103815,17009695238,665,5894115,70.16,3.48,57.813,1.8,1.347,1.004554845
541.leela_r,877975073955,140394960,991728302006,294438297973,17153298794,670,5901581,70.133,3.48,57.783,1.8,1.343,1.004554845
541.leela_r,885052177284,141514674,999603366857,296863443008,17297833092,676,5908964,70.11,3.48,57.76,1.8,1.343,1.004554845
541.leela_r,892137243776,142572833,1007465159856,299292353639,17442421704,683,5915498,70.09,3.48,57.73,1.8,1.34,1.004554845
541.leela_r,899210237447,143779295,1015286489901,301727313789,17587173901,686,5923894,70.07,3.48,57.703,1.8,1.34,1.004554845
541.leela_r,906289385400,145065433,1023098039495,304161571205,17732369910,693,5931670,70.05,3.47,57.667,1.8,1.34,1.004554845
541.leela_r,913363435536,146417390,1030893211638,306595779287,17876979670,698,5938739,70.03,3.47,57.637,1.8,1.343,1.004554845
541.leela_r,920443956595,147797792,1038682244886,309038876991,18022167548,707,5945785,70.01,3.47,57.607,1.8,1.343,1.004554845
541.leela_r,927523195432,149301044,1046451580041,311486942201,18167715700,711,5953175,69.99,3.47,57.573,1.8,1.347,1.004554845
541.leela_r,934605679611,150907594,1054211161831,313940601315,18313174401,719,5961791,69.97,3.47,57.54,1.8,1.343,1.004554845
541.leela_r,941689363481,152478055,1061983741732,316394406546,18458676951,722,5969282,69.95,3.47,57.507,1.8,1.343,1.004554845
541.leela_r,948762917060,154124542,1069752969718,318847261164,18604217536,729,5977747,69.927,3.47,57.473,1.8,1.347,1.004554845
541.leela_r,955842126996,155843812,1077482552243,321307745866,18749872021,734,5985354,69.9,3.47,57.44,1.8,1.347,1.004554845
541.leela_r,962916641059,157648630,1085200904916,323767195208,18895562562,741,5992527,69.88,3.47,57.407,1.8,1.347,1.004554845
541.leela_r,969997278353,159447714,1092918554726,326232185164,19041054946,745,6000686,69.86,3.47,57.37,1.8,1.347,1.004554845
541.leela_r,977081942434,161371883,1100622185540,328707017229,19187044079,752,6010297,69.847,3.47,57.337,1.8,1.35,1.004554845
541.leela_r,984154258094,163273281,1108316541676,331176657609,19333245550,755,6019875,69.827,3.47,57.3,1.8,1.353,1.004554845
541.leela_r,991232794055,165272730,1115994012588,333653150886,19479502617,762,6028149,69.81,3.47,57.263,1.8,1.353,1.004554845
541.leela_r,998319187111,167368878,1123673954216,336132000942,19625374492,766,6038777,69.79,3.47,57.23,1.8,1.353,1.004554845
541.leela_r,1005401656168,169604330,1131368233392,338605263158,19771042020,772,6047950,69.77,3.46,57.197,1.8,1.353,1.004554845
541.leela_r,1012475011884,171958505,1139041612518,341076341028,19916728766,776,6056868,69.75,3.46,57.163,1.8,1.353,1.004554845
541.leela_r,1019555166983,174454397,1146742220112,343548364126,20062450504,782,6067439,69.73,3.46,57.13,1.8,1.357,1.004554845
541.leela_r,1026636393346,176978958,1154463026631,346019620842,20208019577,789,6077510,69.71,3.46,57.103,1.8,1.353,1.004554845
541.leela_r,1033715626781,179646946,1162190370055,348489648046,20353076553,796,6087770,69.687,3.46,57.077,1.8,1.357,1.004554845
541.leela_r,1040789184559,182431968,1169903881628,350953203789,20497627212,801,6096756,69.667,3.46,57.05,1.8,1.357,1.004554845
541.leela_r,1047872252186,185319527,1177667831546,353419860063,20642501095,808,6106807,69.64,3.46,57.023,1.8,1.363,1.004554845
541.leela_r,1054951986232,188327391,1185419484601,355885353043,20787293832,811,6116537,69.617,3.46,57,1.8,1.363,1.004554845
541.leela_r,1062031003983,191427277,1193152673848,358358981296,20932318457,819,6127309,69.593,3.46,56.973,1.8,1.363,1.004554845
541.leela_r,1069107663007,194615797,1200915751889,360829700248,21076736894,822,6136287,69.57,3.46,56.953,1.8,1.367,1.004554845
541.leela_r,1076179847210,196992169,1208811574524,363255735076,21220090046,829,6145719,69.547,3.46,56.937,1.8,1.367,1.004554845
541.leela_r,1083261488709,198612708,1216757323468,365665287765,21363318316,833,6154264,69.523,3.46,56.927,1.8,1.367,1.004554845
541.leela_r,1090339269545,200278237,1224686290709,368076901811,21506333347,840,6162813,69.507,3.46,56.917,1.8,1.367,1.004554845
541.leela_r,1097419081747,202055352,1232611045269,370490607165,21649286854,847,6171295,69.49,3.46,56.907,1.8,1.367,1.004554845
541.leela_r,1104500673849,203879378,1240527663733,372908717419,21792637080,854,6179993,69.47,3.46,56.893,1.8,1.367,1.004554845
541.leela_r,1111577570895,205727249,1248415713788,375328775893,21936145319,860,6189670,69.45,3.46,56.883,1.8,1.367,1.004554845
541.leela_r,1118659939092,207728232,1256282550095,377759417997,22079077132,866,6199801,69.43,3.46,56.873,1.8,1.367,1.004554845
541.leela_r,1125740071338,209789833,1264161167009,380188055931,22222396448,870,6208225,69.41,3.46,56.863,1.8,1.367,1.004554845
541.leela_r,1132812780431,211866162,1272025678368,382609003303,22364775080,877,6217928,69.39,3.46,56.853,1.8,1.367,1.004554845
541.leela_r,1139887997674,213871202,1279868916675,385035993106,22507839236,882,6227808,69.37,3.46,56.837,1.8,1.367,1.004554845
541.leela_r,1146969319675,215739443,1287733323667,387466350103,22651474747,889,6238041,69.35,3.46,56.823,1.8,1.367,1.004554845
541.leela_r,1154046226965,217674218,1295588454951,389896248459,22795508860,893,6246513,69.33,3.46,56.813,1.8,1.367,1.004554845
541.leela_r,1161128127694,219674553,1303434146536,392333179563,22939137471,900,6255362,69.31,3.45,56.797,1.8,1.367,1.004554845
541.leela_r,1168205575200,221863038,1311231359910,394774262266,23082354923,904,6265837,69.293,3.45,56.783,1.8,1.367,1.004554845
541.leela_r,1175285640199,224144156,1319054990356,397217013259,23225986731,911,6275029,69.277,3.45,56.77,1.8,1.37,1.004554845
541.leela_r,1182365171515,226512741,1326881445347,399657172614,23369425693,917,6285009,69.26,3.45,56.753,1.8,1.373,1.004554845
541.leela_r,1189446839007,228878445,1334739727947,402090245373,23512313787,923,6294424,69.24,3.45,56.743,1.8,1.37,1.004554845
541.leela_r,1196518688978,231537165,1342575794417,404527718321,23655275374,928,6304504,69.223,3.45,56.733,1.8,1.373,1.004554845
541.leela_r,1203593762549,234125189,1350404029528,406967395976,23798493795,933,6314034,69.207,3.45,56.72,1.8,1.373,1.004554845
541.leela_r,1210670099169,237027494,1358255392191,409398519287,23940793209,938,6324194,69.193,3.45,56.71,1.8,1.377,1.004554845
541.leela_r,1217748264685,240057515,1366117684857,411831847066,24083927392,946,6333587,69.177,3.45,56.7,1.8,1.377,1.004554845
541.leela_r,1224825193403,243424962,1373987636592,414261154685,24226325320,950,6343039,69.16,3.45,56.69,1.8,1.38,1.004554845
541.leela_r,1231900106222,246591081,1381877607095,416692088739,24369262829,955,6352013,69.14,3.45,56.683,1.8,1.383,1.004554845
541.leela_r,1238979667596,249945240,1389748893095,419124659941,24511372777,959,6361731,69.12,3.45,56.673,1.8,1.383,1.004554845
541.leela_r,1246059645926,253561795,1397619272877,421558504916,24652984246,966,6371215,69.1,3.45,56.67,1.8,1.383,1.004554845
541.leela_r,1253139922516,257252162,1405496808488,423993394384,24794953959,969,6379992,69.08,3.45,56.66,1.8,1.383,1.004554845
541.leela_r,1260209223762,261144067,1413323815902,426429452435,24936218126,974,6389382,69.06,3.45,56.653,1.8,1.39,1.004554845
541.leela_r,1267278789346,264977215,1421159598951,428869625400,25078035536,983,6399157,69.047,3.45,56.647,1.8,1.393,1.004554845
541.leela_r,1274357206801,269187471,1429053637341,431306564231,25219560430,989,6408182,69.03,3.45,56.64,1.8,1.393,1.004554845
541.leela_r,1281440530161,273624999,1436940056371,433740708049,25359632873,995,6418420,69.017,3.45,56.637,1.8,1.397,1.004554845
541.leela_r,1288521733498,278518075,1444789601930,436183758940,25500535766,1003,6428812,69,3.45,56.633,1.8,1.403,1.004554845
541.leela_r,1295595381318,283723137,1452552469406,438645862641,25641972395,1007,6438835,68.99,3.45,56.623,1.8,1.407,1.004554845
541.leela_r,1302673382798,289416697,1460363274160,441104755476,25783476645,1010,6448584,68.97,3.45,56.617,1.8,1.41,1.004554845
541.leela_r,1309753645281,295418645,1468194076956,443561227813,25923974140,1014,6459514,68.953,3.45,56.607,1.8,1.41,1.004554845
541.leela_r,1316836247889,302104449,1476019946683,446020969859,26063946938,1018,6470785,68.94,3.45,56.607,1.8,1.413,1.004554845
541.leela_r,1323910631821,309252434,1483859125130,448478809696,26203780097,1022,6482028,68.93,3.45,56.6,1.8,1.417,1.004554845
541.leela_r,1330983660681,316998661,1491717757487,450928951850,26342640618,1027,6492824,68.917,3.45,56.603,1.8,1.423,1.004554845
541.leela_r,1338063105986,322588644,1499655075156,453359859562,26483033165,1031,6503298,68.907,3.45,56.603,1.8,1.423,1.004554845
541.leela_r,1345139740964,324427611,1507630221220,455767149465,26625310798,1036,6512018,68.897,3.45,56.6,1.8,1.423,1.004554845
541.leela_r,1352222296757,326529488,1515599214760,458181133144,26767342999,1039,6521148,68.89,3.45,56.597,1.8,1.423,1.004554845
541.leela_r,1359305215727,328627487,1523586228348,460587541841,26909005469,1046,6529594,68.883,3.45,56.593,1.8,1.423,1.004554845
541.leela_r,1366375127479,330945882,1531553964638,462984130139,27049527135,1049,6538548,68.883,3.45,56.593,1.8,1.423,1.004554845
